,bill_type bill_name bill_ID, missing_votes, Arlen Specter (PA), Barack H. Obama (IL), BarbaraA Mikulski(MD), BarbaraBoxer(CA), Bill Nelson(FL), BlancheL.Lincoln(AR), ByronL.Dorgan(ND), C.SaxbyChambliss(GA), CarlLevin(MI), CharlesE.'Chuck' Grassley(IA), CharlesE.'Chuck'Schumer(NY), CharlesT.'Chuck' Hagel(NE), ChristopherJ.Dodd(CT), ChristopherS.'Kit'Bond(MO), ConradR.Burns(MT), CraigThomas(WY), DanielK.Inouye(HI), DanielKahikinaAkaka(HI), DavidB.Vitter (LA), DebbieAnnStabenow(MI), DianneFeinstein(CA), E. Benjamin'Ben'Nelson(NE), EdwardM.'Ted'Kennedy(MA), ElizabethH.Dole(NC), EvanBayh(IN), FrankR.Lautenberg(NJ), GeorgeFelixAllen(VA), GeorgeV.Voinovich(OH), GordonHaroldSmith(OR), HarryM.Reid(NV), HerbertH.’Herb'Kohl(WI), HillaryRodhamClinton(NY), JamesM.'Jim'Inhofe(OK), JamesM.'Jim'Talent(MO), JamesMerrill'Jim'Jeffords(VT), JeffBingaman(NM), JeffersonB.'Jeff'SessionsIII(AL), JimBunning(KY), JimW.DeMint(SC), JohnCornyn(TX), JohnD.'Jay'RockefellerIV(WV), JohnE.Sununu(NH), JohnEricEnsign(NV), JohnF.'Jack'Reed(RI), JohnForbesKerry(MA), JohnH.'Johnny'Isakson(GA), JohnR.Thune(SD), JohnS.McCain(AZ), JohnW.Warner(VA), JonKyl(AZ), JosephI.Lieberman(CT), JosephR.BidenJr.(DE), JuddA.Gregg(NH), KayBaileyHutchison(TX), KenSalazar(CO), KentConrad(ND), LamarAlexander(TN), LarryE.Craig(ID), Lincoln D. Chafee(RI), LindseyO.Graham(SC), LisaA.Murkowski(AK), MariaCantwell(WA), MarkDayton(MN), MarkPryor(AR), MaryL.Landrieu(LA), MaxS.Baucus(MT), MelMartinez(FL), MichaelB.Enzi(WY), MichaelD.'Mike'Crapo(ID), Michael'Mike'DeWine(OH), MitchMcConnell(KY), NormColeman(MN), OlympiaJ.Snowe(ME), OrrinG.Hatch(UT), PatRoberts(KS), PatrickJ.Leahy(VT), PattyMurray(WA), PaulS.Sarbanes(MD), PeteV.Domenici(NM), RichardC.Shelby(AL), RichardG.Lugar(IN), RichardJ.'Dick'Durbin(IL), RichardJ.'Rick'Santorum(PA), RichardM.Burr(NC), RobertC.Byrd(WV), RobertF.Bennett(UT), RobertMenendez(NJ), RonWyden(OR), RussellD.Feingold (WI), SamuelD.'Sam'Brownback(KS), SusanM.Collins(ME), TedStevens(AK), ThadCochran(MS), ThomasAllen'Tom'Coburn(OK), ThomasRichardCarper(DE), Thomas'Tom'Harkin(IA), TimP.Johnson(SD), TrentLott(MS), WayneA.Allard(CO), WilliamH.'Bill'Frist(TN)
389,Transportation Issues_Intermodal Transportation Amendment_1576,36.0,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
390,Abortion Issues_Abortion Funding Amendment_1405,37.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1.0
391,Abortion Issues_Abortions at Overseas Military Facilities_1372,37.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0
392,"""Appropriations_Appropriations bill FY99, Omnibus_2139""",37.0,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0,1.0
393,Appropriations_Emergency Supplemental Appropriations bill_1285,37.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,1.0
394,Appropriations_Legislative Branch FY99 Appropriations bill_3603,37.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0,1.0
395,Appropriations_Space Station Termination Amendment_1838,37.0,1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0
396,"""Budget, Spending and Taxes_Budget Reconciliation Bill_1358""",37.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0
397,"""Budget, Spending and Taxes_Budget Resolution FY99_1653""",37.0,1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1.0
398,"""Budget, Spending and Taxes_Deficit Neutral Reserve Fund Amendment_1604""",37.0,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0
399,"""Budget, Spending and Taxes_Emergency Supplemental Appropriations bill_1681""",37.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
400,"""Budget, Spending and Taxes_Family Tax Relief Amendment_1332""",37.0,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,1.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0
401,"""Budget, Spending and Taxes_Tobacco Immunity Amendment_1606""",37.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,-1.0,1.0,1.0
402,Campaign Finance and Election Issues_Campaign Finance Reform Amendment_1546,37.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,-1.0,1.0,1.0,1.0
403,Defense_Base Closure Amendment_1373,37.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0
404,Drug Issues_U.S.- Mexico Drug Trafficking Prevention Amendment_1189,37.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
405,Education_Educational Savings Account bill_1666,37.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1.0
406,Energy Issues_Nuclear Waste Disposal bill_1203,37.0,1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
407,Energy Issues_Yucca Mountain Alternate Sites amendment_3582,37.0,1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0
408,Executive Branch_Alan Greenspan for Chairman of the Federal Reserve_2662,37.0,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0
409,Executive Branch_Alexis M. Herman for Secretary of Labor_1213,37.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0,1.0
410,Executive Branch_Andrew M. Cuomo for Secretary of HUD_1154,37.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
411,"""Executive Branch_Madeleine Albright, Secretary of State_1152""",37.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
412,Executive Branch_Secretary of Transportation Nomination_1157,37.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
413,Executive Branch_William S. Cohen for Secretary of Defense_1153,37.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
414,Health Issues_Private Contracts Amendment_1319,37.0,1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,0.0,1.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1.0
415,Immigration_Temporary Farm Workers Amendment_1905,37.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1.0
